"","lat","lon","size","color","price"
"41",37.7624960481494,-122.422602957567,11,95,95.8333333333333
"42",37.7580424029587,-122.421101063836,11,97,65
"43",37.7578835949444,-122.407530547883,11,94.5286250939144,200
"44",37.7545644147742,-122.412526387601,11,94.5286250939144,51
"45",37.7523975447299,-122.424480400143,8,99,79.5
"46",37.7691100075438,-122.411934461526,11,94.5286250939144,60
"47",37.7686234449292,-122.424436555287,11,98,50
"48",37.760662031471,-122.42082676881,11,94.5286250939144,25
"49",37.7582601766681,-122.408330401105,11,100,40
"50",37.7559613584661,-122.409530157068,11,80,75
"51",37.7594233617679,-122.407542379533,11,98,77.5
"52",37.7599323138747,-122.421366691908,11,90,62.5
"53",37.7702119483518,-122.422898649969,11,97,27.5
"54",37.7506568505429,-122.423491840644,11,83,75
"55",37.7494492191047,-122.409555555823,11,92,41.6666666666667
"56",37.7537510905048,-122.425201090792,11,100,37.5
"57",37.756415424257,-122.412851265961,7,97,75
"58",37.7677224880953,-122.422152040697,11,100,85
"59",37.7515148522593,-122.424501798889,10,94.5286250939144,63.3333333333333
"60",37.7544005343585,-122.412507010866,9,91,76.6666666666667
"61",37.75309746815,-122.419967902774,11,99,57.5
"62",37.7578040498004,-122.421443445986,11,93,95
"63",37.7497023478603,-122.406637468612,11,95,45
"64",37.7664574481774,-122.425354294335,8,95,95
"65",37.7508976163447,-122.414813640456,11,94.5286250939144,175
"66",37.7511086469613,-122.418732256937,11,100,130
"67",37.755262578068,-122.424966422179,2,94,2000
"68",37.7569178887213,-122.411164363543,1,98,116.333333333333
"69",37.7609671542216,-122.423130457776,8,94,57.5
"70",37.7584937113412,-122.415799868382,6,100,56.6666666666667
"71",37.7482540379814,-122.417681591344,4,100,57.5
"72",37.7526780839935,-122.407532934001,8,99,44.3333333333333
"73",37.7645572063569,-122.423980142432,11,98,116
"74",37.7515880024846,-122.418769528445,11,94.5286250939144,50
"75",37.756184176195,-122.421447037216,11,98,100
"76",37.7569887021344,-122.408563771049,2,94.5286250939144,112.5
"77",37.7631358705888,-122.407965371184,11,100,40
"78",37.7490740504218,-122.412401636995,11,92,99
"79",37.7508354741943,-122.423411400704,11,92,72.5
"80",37.7585782201791,-122.422235111698,11,93,107.5
"81",37.7591334594544,-122.419675529858,11,100,92.5
"82",37.7574679305306,-122.412594739113,2,94.5286250939144,350
"83",37.7617188666295,-122.423483073356,7,98,87.5
"84",37.768671943382,-122.417857647871,11,96,41.25
"85",37.7637954837298,-122.425447951812,11,99,74.5
"86",37.7701733343795,-122.421571581084,11,94.5286250939144,120
"87",37.7602525142717,-122.416630660179,9,96,103
"88",37.751040871804,-122.418665806699,11,100,52.2727272727273
"89",37.7676452814543,-122.423950489866,3,100,120
"90",37.7512269444878,-122.418375759158,11,100,37
"91",37.7666753776979,-122.417032486089,8,94,52.5
"92",37.7605444568618,-122.421675982872,8,83,29.5
"93",37.7511016111556,-122.42414324141,1,100,75
"94",37.7604587608279,-122.419043808644,11,89,74.5
"95",37.7531161475904,-122.408631485419,11,94.5286250939144,100
"96",37.7573107828804,-122.409537266671,11,95,37.5
"97",37.7517432383157,-122.416252593413,1,94.5286250939144,149.5
"98",37.7677771406983,-122.42433816649,10,96,68
"99",37.7612134121285,-122.408690732819,9,94.5286250939144,49.5
"100",37.7529717680513,-122.41280584277,1,94,52.75
"101",37.7583381282235,-122.422912783212,10,100,62.5
"102",37.7604032865516,-122.415500974208,11,93,42.5
"103",37.757539546279,-122.410612806972,3,92,32.3333333333333
"104",37.7527174181433,-122.409340052575,10,98,58.5
"105",37.760593626586,-122.418553220107,11,94.5286250939144,166.666666666667
"106",37.7485114355793,-122.417233063734,11,20,65
"107",37.7584227794837,-122.411959791624,7,97,79.5
"108",37.759964824157,-122.417939372946,11,94.5286250939144,150
"109",37.7640319294228,-122.42482252301,11,93,75
"110",37.7496466322602,-122.417552553538,11,80,25
"111",37.7694563070585,-122.422703330015,2,98,142.5
"112",37.7682995029222,-122.425343134279,11,94.5286250939144,93.75
"113",37.7644721965642,-122.418477963302,11,100,44.5
"114",37.7689690558371,-122.410875552192,10,98,75
"115",37.7594018014082,-122.41813435362,11,94.5286250939144,125
"116",37.759915820431,-122.419128325156,11,100,63.5
"117",37.7544637593146,-122.422475824803,11,93,37.5
"118",37.7498455728061,-122.423942809132,11,94.5286250939144,250
"119",37.7614406006203,-122.421301787169,10,70,69.5
"120",37.7532787862666,-122.411810233018,11,100,34.5
"121",37.7501719732095,-122.417340037819,11,95,32.5
"122",37.7493688347022,-122.422366398742,11,80,55
"123",37.7660067039987,-122.418330536872,11,94.5286250939144,49.3333333333333
"124",37.7486691834411,-122.421393507702,11,93,82.5
"125",37.7686495427347,-122.424569959524,10,95,63
"126",37.7660119427653,-122.422968524304,11,96,150
"127",37.7584574588682,-122.408665399811,8,96,62.5
"128",37.7579219964974,-122.414118232715,11,97,41.6666666666667
"129",37.7587736457698,-122.410814504782,11,100,60
"130",37.7497910554721,-122.408765535643,6,100,49.5
"131",37.7657301727967,-122.420997569838,11,100,158
"132",37.7605800151699,-122.42540661069,10,95,50
"133",37.7673055972373,-122.425420056113,2,98,62.5
"134",37.7588475059121,-122.405945179902,11,94.5286250939144,80
"135",37.7684541879693,-122.421617208492,2,69,23
"136",37.756969622393,-122.407648705873,7,84,42.5
"137",37.7484701693076,-122.417237960172,11,96,50
"138",37.7559798914341,-122.415252100988,4,95,57.5
"139",37.7703794364642,-122.422252387561,11,97,47.5
"140",37.7672583524639,-122.422394766065,5,95,97
"141",37.7600653765727,-122.418656419712,10,94.5286250939144,53.75
"142",37.7545437666844,-122.411100050152,11,97,77.5
"143",37.7546912439601,-122.422653191765,11,94.5286250939144,133.333333333333
"144",37.7523958875857,-122.412940703348,11,95,22.5
"145",37.7674576007852,-122.423236188418,6,92,60
"146",37.7579642869332,-122.4197255026,11,100,25
"147",37.7549539167129,-122.41683090864,9,97,55
"148",37.7640067144015,-122.41752819907,11,94.5286250939144,66.6666666666667
"149",37.749916276257,-122.408217317861,7,99,67.5
"150",37.752435168281,-122.415202768561,11,92,50
"151",37.7521956399659,-122.417006132089,11,80,50
"152",37.7546522883965,-122.410175771374,11,94.5286250939144,40
"153",37.7576701219213,-122.41740785268,11,97,35
"154",37.7574231308427,-122.423649354151,11,93,72.5
"155",37.7637450478826,-122.412497566624,11,100,45
"156",37.757505083804,-122.423501547708,11,94.5286250939144,50
"157",37.7617304947589,-122.425657898015,2,94.5286250939144,437.5
"158",37.7552279816171,-122.417917062174,1,94.5286250939144,150
"159",37.7588631207905,-122.423116008449,11,100,60
"160",37.756319369729,-122.404778953185,11,98,50
"161",37.7485210624937,-122.42125813895,11,87,126
"162",37.7557413279426,-122.411558866848,11,100,16.6666666666667
"163",37.7601232113809,-122.425019668024,11,98,99
"164",37.7530043484417,-122.403942966375,11,99,85
"165",37.7529874422779,-122.424247697345,11,96,75
"166",37.7700288780547,-122.423713365828,2,94,127.5
"167",37.751125864565,-122.423064694409,10,98,37.5
"168",37.7549819140447,-122.419360943618,11,87,32.5
"169",37.7599268263966,-122.408211046826,11,94.5286250939144,60
"170",37.7490592073838,-122.418266596401,11,93,87.5
"171",37.7690889036239,-122.423982685826,11,94.5286250939144,34
"172",37.7569518099132,-122.411651579739,6,95,60
"173",37.7530072699061,-122.404049602423,6,98,43.75
"174",37.7564667790336,-122.416439102337,11,98,45.8333333333333
"175",37.7534938405935,-122.419585516637,6,98,100
"176",37.7531776580794,-122.424494167798,9,95,42
"177",37.7605287058786,-122.409043650878,11,94.5286250939144,56.25
"178",37.7610838334601,-122.425570979579,11,90,74.5
"179",37.7684869087281,-122.420663822295,7,99,62.5
"180",37.7498120695634,-122.415095248674,11,100,25
"181",37.7576993185537,-122.420055271009,7,94.5286250939144,57.5
"182",37.7578191113707,-122.410812445403,11,99,82.5
"183",37.7560348776656,-122.411203685658,4,100,33.3333333333333
"184",37.7667359808108,-122.424091117626,9,100,60
"185",37.7494718825491,-122.418561151869,11,94.5286250939144,100
"186",37.7492317765982,-122.419046569135,10,95,40
"187",37.7611725582301,-122.419093892817,11,94.5286250939144,54
"188",37.7572341027092,-122.415038540745,7,98,81.25
"189",37.7687348606977,-122.424573088047,8,100,50
"190",37.7695222673176,-122.422893382274,11,93,62.5
"191",37.7512366296742,-122.410462859346,7,93,91.6666666666667
"192",37.7586286750711,-122.411789256361,2,95,63
"193",37.7648567316322,-122.425100682869,2,89,68.2
"194",37.7496185509362,-122.420938236331,11,93,75
"195",37.7686791671986,-122.422539488018,11,99,137.5
"196",37.7674011547045,-122.422466092128,11,100,95
"197",37.7518653050977,-122.419460179015,11,100,70
"198",37.7609755633024,-122.421580791961,11,94,49.75
"199",37.7615163015765,-122.408212663595,11,100,60
"200",37.762159823268,-122.420622962199,11,94.5286250939144,200
"201",37.7504054610964,-122.411078672373,11,100,41.6666666666667
"202",37.7578338576875,-122.413087396882,9,96,33
"203",37.7590823565405,-122.418195023125,11,100,60
"204",37.75958898535,-122.421854612635,11,94.5286250939144,50
"205",37.7532297047409,-122.42489933163,11,94.5286250939144,75
"206",37.7512115200186,-122.40776313025,1,94.5286250939144,75.5
"207",37.7627785901346,-122.42400509038,11,90,59.5
"208",37.7501035008559,-122.414981016094,11,93,38
"209",37.7513648792818,-122.408968454855,11,94.5286250939144,100
"210",37.7607004366211,-122.407622172823,6,100,32.6666666666667
"211",37.7537429254542,-122.403430322637,11,94.5286250939144,65
"212",37.7644375213379,-122.407428930797,11,99,87.5
"213",37.7672443196439,-122.421289178286,8,95,39.5
"214",37.7615109608848,-122.422045357468,4,94.5286250939144,40
"215",37.7649047728076,-122.423903633517,11,100,75
"216",37.7502346323013,-122.414972067038,11,90,52
"217",37.7587429492967,-122.413272016437,3,95,41.6666666666667
"218",37.7615990996031,-122.421648939389,11,94.5286250939144,125
"219",37.7653939374008,-122.418399308646,8,92,47.5
"220",37.7714245552591,-122.42345052695,11,94.5286250939144,142.857142857143
"221",37.7596703265252,-122.414786465015,11,97,54.1666666666667
"222",37.7620742894335,-122.406329409354,11,100,108.333333333333
"223",37.7575672776556,-122.419394713325,8,97,65
"224",37.7684740407757,-122.425158396917,3,100,62.5
"225",37.7597584759505,-122.407110495191,2,95,54.1666666666667
"226",37.7598651145741,-122.417540038222,11,100,37.5
"227",37.75862522434,-122.419638664102,11,100,39
"228",37.7710900322851,-122.424019072307,1,99,99.75
"229",37.75708418496,-122.408011895262,11,100,69
"230",37.761502303157,-122.421168379776,11,100,64
"231",37.7645649296677,-122.413832266516,7,92,50.5
"232",37.763175524267,-122.407077570226,11,96,49.5
"233",37.755700830285,-122.423231377465,11,96,75
"234",37.7487177962846,-122.419909587569,11,95,101
"235",37.7560840551551,-122.422596085785,4,93,71
"236",37.7617417874751,-122.417533080788,11,100,53.5
"237",37.7552373769935,-122.421908604843,9,92,49
"238",37.7623958440424,-122.406561577058,9,93,70
"239",37.7581389326065,-122.414375624965,11,80,56.6666666666667
"240",37.7575340790998,-122.410454976057,3,80,56.25
"241",37.7666713036742,-122.423959332777,11,94.5286250939144,37.5
"242",37.7660212796272,-122.416500053087,7,93,49.5
"243",37.75503446314,-122.419069207643,11,93,32.5
"244",37.7623100990099,-122.419712209152,1,94.5286250939144,150
"245",37.7494615120333,-122.409169437276,11,97,63.75
"246",37.7629979174453,-122.421704945197,11,96,47.5
"247",37.7524963525812,-122.409938912414,11,94.5286250939144,37.5
"248",37.7645081341404,-122.416484200192,11,92,45
"249",37.7542087357624,-122.417714282298,11,92,105
"250",37.7672077635651,-122.417120403618,11,93,6.25
"251",37.7517199911111,-122.413862486056,4,96,77.1666666666667
"252",37.7555921924996,-122.422786282424,6,91,48.75
"253",37.7522898070508,-122.415933942212,11,98,100
"254",37.7602859577889,-122.423414931496,11,94.5286250939144,69
"255",37.7664913647105,-122.406584595377,11,100,120
"256",37.7656084979513,-122.42005941864,10,97,39.8333333333333
"257",37.7513500938289,-122.423502428911,11,99,70
"258",37.7531574652488,-122.405112827926,11,95,39
"259",37.7504356085678,-122.413184951978,11,100,160
"260",37.7663522257508,-122.421143734464,11,95,32.25
"261",37.7565826526918,-122.416982188063,11,97,65
"262",37.7676636846522,-122.42467901939,9,100,100
"263",37.7570182822162,-122.421295221852,11,98,70
"264",37.7592492547439,-122.423058054398,11,100,50
"265",37.7626417866688,-122.419942117023,11,100,84
"266",37.7623578538923,-122.423845888453,2,98,82.1428571428571
"267",37.7616483389564,-122.420555288912,1,100,116.666666666667
"268",37.765635159767,-122.417460253451,7,94,67.5
"269",37.7516253373962,-122.417724908324,1,88,100
"270",37.7624914879141,-122.420251823292,4,100,97
"271",37.7674690639484,-122.424128652845,11,90,69.5
"272",37.7665475886939,-122.422517898329,11,94.5286250939144,110
"273",37.7693345536673,-122.422649328832,11,94.5286250939144,150
"274",37.7552200854349,-122.415407621359,11,85,60
"275",37.7488033910494,-122.421035081335,1,100,220
"276",37.7674248510297,-122.423742989815,11,98,55
"277",37.7534733711914,-122.419395662106,11,97,59
"278",37.7568687015673,-122.4146031938,8,97,55
"279",37.7536602917376,-122.422808612644,11,94.5286250939144,36.5
"280",37.7594512057659,-122.423356375182,11,100,81.25
"281",37.7611278044374,-122.422176417298,11,100,47.5
"282",37.761303816101,-122.408767591366,11,94.5286250939144,75
"283",37.75072511129,-122.414927487005,9,95,54.5
"284",37.7651459730806,-122.416075778709,6,94,49.5
"285",37.7502902484197,-122.421571382703,2,95,53.3333333333333
"286",37.7544657425145,-122.420995264026,11,94.5286250939144,25
"287",37.752065569487,-122.422024479532,11,86,49
"288",37.7634693412926,-122.423703050464,11,94.5286250939144,300
"289",37.7499429333621,-122.417216419341,9,99,94.5
"290",37.7652116495397,-122.416529328476,5,94,52.5
"291",37.7501586206732,-122.412897657342,4,97,65
"292",37.7574258866677,-122.408539194122,11,80,47.5
"293",37.7605164633625,-122.409636204024,9,98,87.5
"294",37.7672881488345,-122.415619095541,11,94.5286250939144,32.5
"295",37.7567545009329,-122.409214241289,11,94.5286250939144,50
"296",37.7689147725195,-122.417989386292,4,98,47.5
"297",37.7591209619443,-122.424367519471,5,100,50
"298",37.7655747351672,-122.426238978891,5,90,125
"299",37.769987708379,-122.422680583646,11,96,61.25
"300",37.7528483121859,-122.421514439868,11,94.5286250939144,69.5
"301",37.7622224202762,-122.407837537394,1,86,47.25
"302",37.7564904679756,-122.425506360357,11,100,125
"303",37.7620023799666,-122.420516678514,5,94.5286250939144,92.5
"304",37.7552772971465,-122.410477415206,11,93,62.5
"305",37.7699268870474,-122.422878312629,11,100,59
"306",37.760946738711,-122.420983324892,11,99,65
"307",37.7601096115904,-122.418526201336,10,95,81.75
"308",37.7487449335254,-122.418249072367,4,97,40
"309",37.7541228555042,-122.406234147338,3,80,87.5
"310",37.7530496685013,-122.411753164004,2,94.5286250939144,70
"311",37.755482508452,-122.425220273516,11,100,61
"312",37.7676045752843,-122.418906300972,11,97,49.5
"313",37.7606662351252,-122.424637403859,11,100,62.5
"314",37.7551453773453,-122.419664383149,6,92,67.5
"315",37.7701262950026,-122.421606701978,11,98,87.5
"316",37.7651301443729,-122.424164429165,11,94.5286250939144,42.5
"317",37.7708241502913,-122.422833545973,11,94.5286250939144,162.5
"318",37.7557034402927,-122.411506136527,11,97,41.6666666666667
"319",37.7535610421804,-122.410786536749,11,80,137.5
"320",37.7683052773956,-122.420740984662,5,90,35
"321",37.7527988198283,-122.416689204724,11,90,75
"322",37.7499430806817,-122.416435556017,11,98,62.5
"323",37.75114042596,-122.407858765316,11,98,120
"324",37.7609857506827,-122.421829831961,11,96,97.5
"325",37.7571710667053,-122.409813026616,11,94,30
"326",37.7561066911123,-122.418661884548,8,96,72.5
"327",37.7651065053385,-122.406469330531,11,94.5286250939144,66
"328",37.7536807593771,-122.420505199868,7,100,124.5
"329",37.7519202455861,-122.413651332716,11,97,70
"330",37.7517680126416,-122.415434402406,8,98,80
"331",37.7576248850367,-122.41932566984,11,95,99
"332",37.7577658768778,-122.419512666743,11,96,60
"333",37.7562849314143,-122.423492290606,1,94.5286250939144,75
"334",37.7562905590374,-122.425177532764,11,100,90
"335",37.7678936166955,-122.420010611986,11,83,150
"336",37.7581504875042,-122.420927136195,11,94.5286250939144,87.5
"337",37.7587050792321,-122.40925413019,11,100,200
"338",37.7536276392976,-122.424042874106,9,99,99.5
"339",37.753155502031,-122.421249840625,1,100,237.5
"340",37.7519546500058,-122.423666046994,7,95,65
"341",37.752772774807,-122.415060237738,11,94.5286250939144,60
"342",37.7508265983738,-122.410725782938,8,98,47.5
"343",37.7684512445879,-122.422278971761,8,94,64.5
"344",37.7631215375724,-122.425895478506,1,98,200
"345",37.7539792307559,-122.412054583208,11,89,27.5
"346",37.7509892984539,-122.412391193043,11,100,36
"347",37.7512590820146,-122.419590038304,11,100,45.5
"348",37.7544249493648,-122.422526761927,11,100,56.25
"349",37.7539202849715,-122.425021667514,11,95,38.6666666666667
"350",37.7671505625058,-122.417561925149,4,99,94.5
"351",37.7572560659707,-122.412536874289,9,96,55
"352",37.7567859810755,-122.411711609202,11,94.5286250939144,56.25
"353",37.7625874344719,-122.4246365284,7,92,70.8333333333333
"354",37.7618157438565,-122.421432644517,9,98,99.5
"355",37.7585714643651,-122.409034733811,11,97,57.5
"356",37.7650603794429,-122.425211719957,11,80,45
"357",37.7546520591878,-122.410874770211,11,94.5286250939144,49.5
"358",37.7490187693661,-122.424846543745,11,87,60
"359",37.7665382994123,-122.423929923499,11,98,112
"360",37.7602247235498,-122.420497236669,11,94.5286250939144,77.5
"361",37.7680716408612,-122.424595043698,11,94,108.333333333333
"362",37.7651265882863,-122.410400215103,2,94.5286250939144,50
"363",37.7582973906295,-122.419475023793,10,77,36.6666666666667
"364",37.758705325964,-122.41659461991,11,93,62.5
"365",37.7579718900947,-122.409601831232,11,97,40.8333333333333
"366",37.7628226798103,-122.418627605488,11,94.5286250939144,87.5
"367",37.7592378998547,-122.424594330196,9,94.5286250939144,47.5
"368",37.7595172530507,-122.421918187721,11,94.5286250939144,250
"369",37.7577321102644,-122.410430469382,5,94.5286250939144,57.5
"370",37.7565366056502,-122.419275044487,8,96,22.25
"371",37.7625885320493,-122.417476426439,3,98,85
"372",37.7605531557908,-122.420867647745,9,94,63.3333333333333
"373",37.7575239650775,-122.414683731433,6,94,50
"374",37.7586165221231,-122.423829021446,11,100,90
"375",37.7693435544067,-122.422824207561,10,98,49.75
"376",37.7491193614184,-122.422390274105,1,94.5286250939144,110
"377",37.7528238060406,-122.413038924906,11,94,82.5
"378",37.758527554124,-122.42387059284,11,95,50
"379",37.7643132454923,-122.415694692794,11,94.5286250939144,95
"380",37.7547198799971,-122.410339739013,8,99,87.5
"381",37.7566781622649,-122.414703286942,2,93,33
"382",37.7555754538699,-122.424740676351,10,98,97.5
"383",37.7565984851242,-122.41417895308,8,96,61
"384",37.7529552871182,-122.403842919543,11,100,47.5
"385",37.769078211844,-122.420319880767,11,92,44.5
"386",37.7672783979563,-122.422307345384,10,96,54.5
"387",37.7585259352328,-122.413337100098,8,97,55
"388",37.7671807022981,-122.420430187225,11,100,45
"389",37.7557367403213,-122.410804716626,10,100,60
"390",37.7533987769136,-122.417348668288,11,100,150
"391",37.759397504194,-122.417726629937,4,100,50
"392",37.7623414995666,-122.415249513033,11,94.5286250939144,200
"393",37.7608220402183,-122.419164653151,4,85,24
"394",37.7506503294557,-122.419838209144,10,96,45
"395",37.7602214616773,-122.425507963505,7,97,70
"396",37.7666282803785,-122.4178154593,11,96,64
"397",37.7611815246638,-122.419111057733,4,91,25
"398",37.7508090385054,-122.416374706302,9,100,49.9166666666667
"399",37.7699978708373,-122.41984144551,8,92,30
"400",37.7512257341337,-122.423667876501,2,100,105
"401",37.7552489535965,-122.409913753103,11,95,45
"402",37.7544200472769,-122.409923135803,11,70,44.5
"403",37.7519259822066,-122.421779091662,10,85,30
"404",37.7590588167908,-122.421854670128,9,94,100
"405",37.7613464769308,-122.420762212837,8,98,57.5
"406",37.7511137764491,-122.413356389715,11,98,58.3333333333333
"407",37.7666874462263,-122.421126437448,11,100,103
"408",37.7612032746148,-122.407346423844,9,92,64.1428571428571
"409",37.7586974840723,-122.41107832915,8,95,68
"410",37.7614565224816,-122.420426391624,10,90,37.5
"411",37.7609961707078,-122.421799109935,11,99,122.5
"412",37.7591399532508,-122.410000205364,11,96,44.5
"413",37.7700585518706,-122.423142385503,11,70,37.5
"414",37.7591754357455,-122.40824927398,11,94.5286250939144,58
"415",37.7676459158409,-122.41968521224,9,94.5286250939144,100
"416",37.7662261696546,-122.419395790267,11,84,40
"417",37.7560480263188,-122.415378492982,11,94.5286250939144,45
"418",37.7622138284284,-122.420322168651,11,100,62.5
"419",37.7500619605696,-122.407913957075,9,87,42.5
"420",37.7667037555651,-122.418261289841,9,87,30
"421",37.7567531858734,-122.42466552512,7,83,45
"422",37.7634647850354,-122.425003328882,8,99,72.5
"423",37.7589379645269,-122.419014982248,7,96,85
"424",37.7580811780226,-122.422341153356,11,94.5286250939144,34.375
"425",37.7543276497352,-122.410177370861,11,94.5286250939144,63.3333333333333
"426",37.7565266021913,-122.409217975801,11,96,32.5
"427",37.7559869814535,-122.422198410891,10,100,56.25
"428",37.7605691497167,-122.424050981541,11,96,97.5
"429",37.7499352286884,-122.414520919101,8,98,39.6666666666667
"430",37.7554675478614,-122.407781801582,11,99,399
"431",37.7658866934638,-122.415986735388,1,93,95
"432",37.7597173225942,-122.421642462338,7,95,35
"433",37.7639290451001,-122.418865547785,11,94.5286250939144,100
"434",37.7603467440516,-122.419406436631,11,100,110
"435",37.7576500359233,-122.413539280319,11,90,34.5
"436",37.7544616451903,-122.424024499166,3,97,42.5
"437",37.7499677329521,-122.418868289933,2,95,115
"438",37.7599350828015,-122.420557506748,11,94.5286250939144,42.5
"439",37.7497093779103,-122.420615393143,11,80,60
"440",37.7675342088043,-122.421876938171,9,89,29.6666666666667
"441",37.7692622453316,-122.423993393195,11,70,25
"442",37.7620007571361,-122.422285221734,1,94.5286250939144,30
"443",37.7514542830866,-122.419014771804,11,94.5286250939144,80
"444",37.7643870277468,-122.411064450882,1,94.5286250939144,87.5
"445",37.760826312453,-122.420103474728,11,92,62.5
"446",37.762292359769,-122.420939924783,11,96,62.5
"447",37.7625553209537,-122.421680644946,6,94,43
"448",37.7689585618053,-122.424718591961,2,98,144.5
"449",37.7533865165573,-122.422080797302,11,100,180
"450",37.7510986340882,-122.421502976746,11,96,50
"451",37.7614031512081,-122.416887023588,11,80,100
"452",37.7569670219735,-122.420192000502,11,95,67.5
"453",37.766051426747,-122.420661862759,11,99,80
"454",37.7617213652503,-122.423035203765,1,96,45
"455",37.7574003680831,-122.420889779731,11,94.5286250939144,100
"456",37.7549896612177,-122.407340301494,3,94.5286250939144,39.5
"457",37.7645529579234,-122.407950909607,7,100,47.5
"458",37.7559364459085,-122.409748284886,8,96,62.375
"459",37.7511750599058,-122.412172033402,1,98,92.5
"460",37.7581821116247,-122.407197423212,11,94.5286250939144,71.875
"461",37.7558448389347,-122.408769453028,11,92,41.25
"462",37.7678920590219,-122.417533119068,11,94.5286250939144,150
"463",37.7601598173077,-122.422646639457,9,100,71.25
"464",37.7651070998051,-122.422066271139,10,93,53.5
"465",37.762015028333,-122.418631801779,11,90,75
"466",37.7567356104492,-122.411087685086,11,100,147.5
"467",37.7619122868433,-122.423447064915,11,100,50.5
"468",37.7541319321354,-122.409076633579,11,90,70
"469",37.7539502463096,-122.415045551232,11,100,47.5
"470",37.751834319586,-122.418242629318,11,96,46.6666666666667
"471",37.7593157546763,-122.421208489988,1,94,36.6666666666667
"472",37.7500225164798,-122.414301044828,11,94.5286250939144,115
"473",37.7497606805347,-122.410122782403,11,97,75
"474",37.7622215641771,-122.416492762796,11,98,50
"475",37.7548884069134,-122.410209105244,11,88,28.75
"476",37.7542696792992,-122.424950164743,9,92,21
"477",37.755415845904,-122.418127676221,11,100,75
"478",37.7568665552129,-122.41624018732,5,93,57
"479",37.7551067848281,-122.415147929031,9,97,70.8333333333333
"480",37.753853499348,-122.412253538341,2,85,133.333333333333
"481",37.7485077896213,-122.419619098902,11,100,87.5
"482",37.7563887745972,-122.415123075064,11,96,169
"483",37.7605013739152,-122.423168614126,11,100,65
"484",37.7614317370903,-122.420675893154,11,100,95
"485",37.7647029348592,-122.422197325252,11,95,74.5
"486",37.7556446662633,-122.411418508283,9,98,43
"487",37.7667646200027,-122.419212132217,11,100,95
"488",37.770877747148,-122.423489828995,11,100,50
"489",37.7541887463151,-122.415897498908,7,97,72.5
"490",37.7697415395521,-122.423834414407,2,87,50
"491",37.7556954732752,-122.414486413181,9,100,62.25
"492",37.764780094459,-122.40680271007,11,100,95
"493",37.7514756851205,-122.409176743821,8,99,75
"494",37.7589943601372,-122.40754273834,11,90,40
"495",37.7550455578893,-122.425238525468,11,100,200
"496",37.7653796770679,-122.414557071467,8,91,48.75
"497",37.7646653824911,-122.42470751478,2,100,60
"498",37.7564905978158,-122.414454334393,11,88,45
"499",37.7554654503232,-122.408953887382,10,95,87.5
"500",37.7527043058317,-122.411517040098,9,99,52.5
"501",37.7627667389778,-122.423828486627,11,87,65
"502",37.7593261860059,-122.419070684655,1,98,100
"503",37.7522147660831,-122.407172150316,11,100,34.5
"504",37.7580513454246,-122.422554923646,7,100,75
"505",37.7615768672947,-122.422928042608,11,97,53.3333333333333
"506",37.7590026451421,-122.421317747823,10,97,67.5
"507",37.7532180743098,-122.413864062585,10,99,80
"508",37.7597993751872,-122.420301315557,11,100,62.5
